s,-0.30742043,0.31321853,2.917511,-1.7835747,0.60865885,-0.12709148,-1.2033621,-0.45947433,-0.62626123,1.5096784,-1.330002,0.24799678,-0.9750546,0.42731395,1.0712683,0.58881164,-0.032356817,0.50542176,-0.72986966,0.26470718,1.5535697,-1.0352514,-0.76634705,2.213782,-0.28683254,-0.39157796,0.5010926,0.93106705,-0.41448537,0.7980918,-0.23140371,1.879389
A,-0.022043975,0.15572324,-0.6833121,0.5160077,1.0302732,0.9973969,-1.3260274,-0.4694982,2.041136,0.23051353,0.68769777,0.1447258,1.8238333,-0.846451,-2.474766,0.66591984,1.674259,-0.2590304,-0.9514695,1.9818336,0.70837057,-1.1293756,0.5240248,-1.7735229,1.1027181,1.1196129,-0.7463874,-0.3190971,1.424781,0.7000972,1.659081,-0.5471422
C,-0.67418444,-0.09507516,0.34140345,-0.4748875,2.3034105,0.1126479,-0.7590053,-0.23346943,0.4745331,1.3305835,-0.55481505,1.0005285,-0.42304868,-0.8236323,-0.08173712,2.217841,0.8516968,-0.66195273,-0.7991888,-0.050650854,-0.24923699,-0.75277644,0.6610011,-0.13529232,-0.49238837,-1.303216,2.3267183,0.20911954,0.88765246,-0.9063798,2.5521038,0.29706305
D,-0.18319277,0.42083877,-0.47708112,-0.3789219,-0.7788017,-0.5475932,0.48093772,-1.4402163,0.627197,0.53440785,-1.4439692,0.011348612,-0.27430123,1.4940966,-1.0073091,0.026988063,-1.6894243,-0.40523005,0.3355803,0.08350097,-0.7658097,-0.22115144,0.7452324,-0.7369672,0.2851105,0.65359294,-0.53456247,3.4403903,1.8743461,-0.49468094,1.699136,-0.26992747
E,0.73890054,-0.27462378,-0.48355722,0.040243305,-0.5269252,-1.1854916,-0.57331234,-0.31078413,1.6643529,0.7016201,-0.90521586,-0.53260005,2.532114,-0.1704874,1.7076298,0.62504894,1.4209342,1.0421576,-1.8968245,0.6709514,-0.44252744,-0.719309,7.48283e-05,-0.19904314,0.89971733,0.51339275,-1.2301947,-0.27699566,0.6368092,1.6725188,-0.022948578,1.8711808
F,-1.436862,0.96603566,0.076767586,0.013757655,1.524237,0.5869169,0.8367897,-0.12779336,-0.80998516,-0.07118416,0.0053204517,-0.1536785,0.981156,0.486656,0.40466297,-0.32504588,1.3040694,-0.43605164,-0.46032482,-0.28893146,0.76585233,-0.3084438,0.97098756,-2.4577298,0.25437576,0.27129984,0.042543776,-0.39293584,0.3535273,-0.2017589,1.1087513,-0.85948277
G,-1.4142016,-1.1548661,-0.11735923,0.022465918,-0.39548254,-0.6344503,-1.3795222,1.0707874,0.3011633,0.7541473,0.7348303,0.9066835,0.9386494,-0.16570504,0.8351677,-1.0023817,1.7154472,1.7281604,-1.5543598,0.42646042,0.814046,-0.86027825,0.10851282,2.2507136,-0.041022487,0.94293016,0.9155886,0.084242426,-0.8973496,1.5850812,2.309446,0.83712476
H,-2.6226907,0.48029914,0.28359747,-0.5927903,0.84270495,-1.404134,-0.65871936,-0.9016598,0.55169046,-0.82769567,0.96544856,0.30183667,-3.168713,0.4709409,-0.5990552,-0.9395139,-1.3937258,-1.8310198,-1.1745151,-0.72594553,-0.64211625,-1.8171041,0.6968423,-2.1467905,-0.22172768,0.08030145,0.4851509,-0.2654721,-1.049492,-0.096473835,-1.635263,-2.3475938
I,0.512874,-0.25789636,1.2370222,0.7272558,0.285663,-1.3339149,-0.39189437,0.03365829,1.3284495,-0.25633287,-0.6193013,0.6733481,-2.2503586,-0.49730495,-0.0072858986,0.8825442,0.025072463,-1.2151331,-1.0337925,-0.58142096,-0.42386323,-2.048073,-0.34543216,-0.6982308,-0.8922498,-1.0297,0.28407222,-1.2447354,-1.0326613,0.39244214,-1.1398062,0.024069367
K,0.33246017,1.9550725,-0.22481109,0.2153206,-0.73288685,0.17224476,0.18565327,1.5522743,-1.5617689,1.5086308,-0.9199831,1.8236144,0.67558914,0.14517981,-1.5489408,2.4505792,0.5694677,-0.39803275,-0.22284395,-0.0009919906,-0.8518191,-0.07201533,2.1933024,0.3247321,-0.7139566,1.0074619,-0.4136307,-0.30225027,-0.49333614,-0.94099855,0.24419878,0.8747278
