s,0.6171373,-0.5176667,0.3895137,0.40725705,-0.61165005,1.190646,1.3647525,-1.469597,-0.1348346,-0.7600777,-1.4240758,-0.9133222,0.32829633,-0.34913775,0.1840136,1.7151005,0.14611138,-0.71443874,1.1872578,-0.6590632,0.16615228,0.24935882,0.16933285,-0.5821746,-1.439123,-0.37734473,0.6405492,0.8475767,-0.40693396,0.898096,0.11842114,-0.31422383
A,0.7791252,-0.68937284,-0.13829377,0.31679973,0.39835426,0.17081878,-0.0076787556,0.9221647,-0.81272936,-0.07683001,-0.89438486,0.944788,-0.45330417,-0.2321867,-0.16833088,0.11991411,0.37355933,-0.44741648,0.21551073,-0.37535194,-0.06711779,-1.0041472,0.23123156,-0.54117817,-0.011086146,1.2309628,1.961,2.282833,-1.2112824,-0.21714759,-0.52085483,-0.72520655
C,0.29528493,0.15297066,0.42659563,-1.6005156,-0.16140857,-0.59598,1.5818619,0.66229635,0.41128367,-0.13178222,0.28840455,0.8510632,-1.4388313,-0.0016087558,-0.27087286,0.34297878,-1.337298,0.3982331,-2.015454,-2.0002668,-0.9277825,0.93628246,-0.80519605,1.3552811,-0.42372435,1.9047067,-1.7225263,0.50260544,1.383678,0.7176185,0.7154372,0.031419124
D,-0.6712634,0.142478,-1.4006289,0.06658809,-0.572213,-0.6954603,-1.2042462,-0.7651866,0.3491886,0.60507053,0.33812457,-0.1459995,-1.0679231,-1.0258425,0.9622229,0.23758402,2.7927165,0.021673655,0.6736789,-1.980734,0.2765484,-0.055095337,-1.0211912,-0.28552362,-0.057278585,-0.070240706,1.0760267,0.48842397,-1.2232327,-0.87086415,-0.72272265,0.43963146
E,0.3554402,-0.95197004,1.4891433,0.90089273,-2.1946359,0.67958754,0.07018311,-1.2759913,0.9008248,-0.019564943,0.82838345,-0.34530154,1.489293,-0.7660745,0.90885687,0.15536389,0.64757085,1.1144991,0.49421385,0.2339302,0.6422634,0.05074432,-0.6150591,1.2431537,-0.15780531,0.48077047,-0.40449494,-2.4800599,-0.56653017,0.861679,0.64871126,-1.012009
F,-1.44771,0.6432569,-0.39527467,1.6540177,-1.8939192,0.7098494,1.4666133,0.9548216,1.4695514,-0.47395477,0.53025854,0.9188639,-1.0329486,-1.0908073,1.7575115,0.09257619,0.95211744,0.7085768,0.09451804,1.448981,-2.0817425,0.8294679,-0.053661954,0.866359,0.481892,1.3084433,-1.0901327,0.04069413,-0.16164128,1.80576,0.8609832,-0.35836086
G,1.6332471,-0.23179525,0.08379031,0.7240953,-0.07465011,-0.8018582,0.11084099,0.6219795,-0.34746015,-1.2974758,-1.6349503,1.3825364,-1.5037184,0.34312573,-0.82921195,-0.21610387,0.2526523,1.0709479,-1.018466,-0.5791809,-0.74960285,1.1281885,0.26270255,0.34687054,-0.08029107,-1.0336666,1.4572673,1.8510736,0.79765314,0.17578812,0.08736177,-0.59251624
H,-1.6502064,-0.7986337,1.7485732,-0.043521523,-1.1882232,-0.105421565,0.29564518,-0.2771636,0.32955337,0.5146441,0.59926105,0.6221824,0.6549054,-0.2063334,-0.24419709,0.49080613,0.61043364,1.8972301,-1.1610937,0.9173816,-0.08638294,1.6525476,0.68011767,0.3408574,-0.1144889,0.07363966,-0.74478984,0.6591357,-1.0682563,1.757002,-1.164562,-0.050222564
I,0.12179552,-0.75624746,-0.13876358,0.44906268,-0.7485869,-0.9212754,-1.4680942,0.1702593,1.4213448,0.6942996,0.7938752,1.098244,-0.21479326,1.114441,-0.45848405,-0.3622271,0.38779706,0.021261632,0.08278725,-1.2031645,0.3465935,-1.8558781,0.6527675,0.46618953,-0.15900531,-1.0065126,3.2985249,-0.49334648,-0.20775434,-0.12663281,-1.9474744,0.5873428
K,0.042714853,-0.67746186,0.3519342,1.0910442,-0.7576838,1.6356393,0.7480328,-1.7647389,-0.8086156,-0.09387468,-0.16939493,0.60798115,-0.5192938,-0.69232243,1.9432285,0.594428,-0.43132496,-0.10917456,0.7314197,-0.05216538,0.054921363,-2.3780794,0.1276719,-0.063710906,1.5735282,1.962834,0.99111646,0.48543853,-0.3359383,-0.13654426,1.450843,0.37529972
