s,0.78642994,0.5842909,-0.7562897,-1.7039503,-0.57964134,-0.89342254,0.3063322,-0.47497416,-1.5611241,0.42856902,0.35524237,-0.7919624,0.9618916,0.6406188,1.385588,0.06687305,-0.08331591,-0.38664162,1.2538874,0.69615114,1.0228374,-1.1664845,-0.49835807,1.5896518,-0.07858787,-0.7937223,0.34167084,1.2550988,-0.31026563,0.35304806,0.0025453686,0.14877225
A,0.9303884,0.9093454,-0.926112,-0.30965972,0.51342154,-1.1098465,2.0791514,1.8802824,-0.90875083,-0.13990006,0.5785403,0.7241641,-0.9420398,-0.50250494,0.5087765,-0.3752312,0.4071698,0.53576595,-0.5596546,1.0941366,-1.0804127,0.8239196,-1.0697414,-0.7210059,-0.85972667,-0.78399014,-0.49406114,-1.4051011,0.18992874,1.2824574,0.28020307,-0.15997738
C,1.104348,-0.52206707,-0.34420672,2.1065736,-0.45001948,-1.6263213,0.16054776,-0.40428275,-0.6782209,0.13285406,-0.0027534585,-1.036121,-0.65779346,-0.41172227,-0.64412594,0.5192533,-0.7690914,1.1317773,1.2079165,0.31506562,0.60981196,0.24883126,1.568207,1.1029652,1.3033062,0.33855608,-0.15185684,0.5431682,0.27165037,-0.64201826,-0.5263409,0.3880404
D,0.08741389,-0.052296225,-1.6165746,1.0345528,0.6678294,0.73304343,-2.176538,-0.17080879,-0.6442881,-0.3958474,0.24838796,-0.10816296,0.4445099,-1.90792,0.9431149,1.2966491,0.41933006,-0.1004174,-1.0009712,1.9581319,-1.1174911,0.21214823,-0.7160465,0.16137022,-2.468368,-1.4630083,0.99347544,-0.7792039,-0.25268823,0.4709032,-0.3606391,-0.13946511
E,0.8315118,1.3605357,0.46078306,-0.6924247,1.5273551,-0.35008067,-0.61544377,-0.054141365,1.6760993,-0.7453233,-1.7949088,-1.6956722,-1.0993172,-1.3875108,-0.9061591,0.9725894,-0.354277,2.2944272,-1.6787685,-0.16971642,-0.043810945,0.3184178,-1.2851468,1.3371816,0.32619262,-0.7125703,0.72212696,0.508491,-0.23171397,0.9386891,-0.36087874,0.095121
F,-0.40210575,-0.78395635,0.09555783,-0.02218224,1.9908656,1.0023105,0.7989504,-0.6197795,-0.09067651,1.0965761,-0.86207956,0.53639114,-0.4426978,-0.11057997,1.3495523,-0.9154004,-0.974669,-1.7352723,0.4430284,-1.9462415,0.43875188,-0.33269864,-0.4203189,1.5583674,-1.1690545,-0.39076164,-0.55569535,-0.41082442,-0.21302585,-1.9943079,0.3506275,1.4631382
G,0.15933016,-1.0935276,1.058127,-1.7445394,-0.27155954,1.5128288,-0.045009803,-1.1677178,0.7868386,1.0863442,-0.3697591,-0.30706793,-0.86337155,-0.02203581,0.05852304,-0.08565488,1.4236389,0.3010548,2.0939155,-0.6795602,-0.84755635,-0.096861914,-0.08817517,-1.7097815,0.26833054,1.087171,0.42191932,-0.8609883,-1.9031898,-0.053056654,0.50756836,0.4325091
H,-0.8170563,-1.3758498,0.20186777,1.0519832,-1.1408427,-0.3442776,-0.70246834,0.12692754,0.9971771,0.8626417,-0.5404433,-0.17092118,1.3972661,1.5730517,0.18298434,-1.8027134,-0.7382974,-0.5197326,-0.4193465,0.56890774,0.4110277,0.44003138,-0.6953355,1.5411373,-0.2414706,0.17799662,-1.4146796,-0.9457063,0.71316993,-0.96532345,1.3298235,-1.6689632
I,-1.2476516,0.4639648,-0.81965965,2.320166,0.44384354,0.58988696,-1.3770437,0.52313596,0.49066404,-0.13520996,-0.14129618,1.1741339,-0.7473526,1.5037838,2.1708703,-0.0033404042,0.92497367,-0.12764661,1.4448394,0.7979757,0.91047907,-0.004303559,0.2526576,1.3619921,-1.4473269,2.8070989,1.5063441,-0.7951336,1.270824,0.086687334,-0.32857436,-0.7978284
K,1.5089393,0.566531,0.9386469,-0.8503635,-0.3034037,-0.3799527,-0.30478245,0.018953793,1.3876754,0.5131608,-0.1718008,-1.3091838,-0.6811287,-1.1071045,-0.56194234,0.99149454,-1.386309,0.01597682,-0.32930428,-0.3249866,1.358068,-0.33789104,-1.137422,-0.41477802,0.539236,1.7447011,1.1605443,-0.43789998,-1.6972573,-0.6458036,-0.9308542,0.16513455
